country,keywords
Puerto Rico,"Arroz con Gandules,Mofongo,Arroz con Pollo,Pastelillos,Asopao,Tostones,Alcapurrias,Carne Frita,Empanadillas,Lechón Asado,Sorullitos,Tostones Rellenos,Bistec Encebollado,Bacalaitos,Pernil,Pasteles,Quesitos,Piononos,Pinchos,Churrasco,Yuca Frita,Habichuelas Guisadas,Chicharrones,Asado de Cerdo,Arroz con Camarones,Arroz con Pescado,Patitas de Cerdo,Alcapurria de Carne,Arroz con Coco,Tostones con Queso,Mamposteao,Arroz con Habichuelas,Bistec en Salsa,Carne Guisada,Chuletas de Cerdo,Ensalada de Pulpo,Frijoles Negros,Guineitos en Escabeche,Jueyes,Habichuelas con Dulce,Mariquitas,Mofongo con Camarones,Platano Maduro,Pollo Guisado,Pudin de Pan,Queso Frito,Relleno de Papas,Relleno de Pana,Sopa de Pollo,Sopa de Pescado,Sorullitos de Maiz,Tostones con Mojo,Almojabanas,Arepas de Maiz,Bistec Salteado,Bolitas de Yuca,Carne Mechada,Chicharron de Pollo,Chuleta Frita,Empanadillas de Carne,Ensalada de Carrucho,Flan de Coco,Guineo en Escabeche,Habichuelas con Carne,Jibaritos,Lechon Asado con Mojo,Longaniza,Mofongo con Chicharrones,Pescado Frito,Platano Frito,Pollo Frito,Pudin de Platano,Queso Blanco,Relleno de Carne,Relleno de Guineo,Sopa de Mariscos,Sopa de Mondongo,Sorullitos de Queso,Tostones con Carne,Alcapurrias de Carne,Arepas de Yuca,Bistec de Cerdo,Bolitas de Carne,Carne con Papas,Chicharrones con Yuca,Chuleta en Salsa,Empanadillas de Camarones,Ensalada de Camarones,Flan de Queso,Guineo Maduro,Habichuelas con Chorizo,Jugo de Parcha,Lechon al Horno,Mofongo con Camarones,Pan de Maiz,Platano en Tentacion,Pollo al Horno,Pudin de Pan con Queso,Queso Frito con Miel,Relleno de Camarones"
Qatar,"Machboos,Harees,Thareed,Balaleet,Khabeesa,Dajaj Mandi,Kabsa,Samak Harra,Shorbat Adas,Maglooba,Mathrooba,Machboos Laham,Jireesh,Fatteh,Stuffed Camel,Kibbeh,Mahyawa,Hummus,Falafel,Fattoush,Tabbouleh,Baba Ghanoush,Shawarma,Manakish,Laham Mandi,Laham Bil-saneyeh,Umm Ali,Basbousa,Kunafa,Atayef,Qatayef,Halwa,Luqaimat,Karkadeh,Qamar Al-Din,Qatayef Asafiri,Kishk,Kibbeh Nayyeh,Makloubeh,Jibneh Meshallaleh,Qatayef Arabi,Muhallabieh,Qatayef Bi-l-laban,Tharid,Zalabia,Fattah,Hareesa,Ghuzi,Kibbeh Siniyeh,Margoog,Laban,Qatayef Bi-l-jibn,Ghraybeh,Kibbeh Maklieh,Kibbeh Bi-l-saneyeh,Kibbeh Bi-l-laban,Kibbeh Bi-l-kaddo,Kibbeh Bi-l-zayt,Kibbeh Halabieh,Kibbeh Hamoudieh,Kibbeh Bi-l-sabanekh,Kibbeh Bi-l-sabanegh,Kibbeh Bi-l-laban,Kibbeh Bi-l-zayt,Kibbeh Bi-l-kaddo,Kibbeh Halabieh,Kibbeh Hamoudieh,Kibbeh Bi-l-sabanekh,Kibbeh Bi-l-sabanegh,Kibbeh Bi-l-laban,Kibbeh Bi-l-zayt,Kibbeh Bi-l-kaddo,Kibbeh Halabieh,Kibbeh Hamoudieh,Kibbeh Bi-l-sabanekh,Kibbeh Bi-l-sabanegh,Kibbeh Bi-l-laban,Kibbeh Bi-l-zayt,Kibbeh Bi-l-kaddo,Kibbeh Halabieh,Kibbeh Hamoudieh,Kibbeh Bi-l-sabanekh,Kibbeh Bi-l-sabanegh,Kibbeh Bi-l-laban,Kibbeh Bi-l-zayt,Kibbeh Bi-l-kaddo,Kibbeh Halabieh,Kibbeh Hamoudieh,Kibbeh Bi-l-sabanekh,Kibbeh Bi-l-sabanegh,Kibbeh Bi-l-laban,Kibbeh Bi-l-zayt,Kibbeh Bi-l-kaddo,Kibbeh Halabieh,Kibbeh Hamoudieh,Kibbeh Bi-l-sabanekh,Kibbeh Bi-l-sabanegh,Kibbeh Bi-l-laban,Kibbeh Bi-l-zayt,Kibbeh Bi-l-kaddo"
Reunion,"Curry,Rougail,Samosas,Cari,Salted fish,Grilled fish,Coconut milk,Coconut rice,Fish cakes,Octopus,Octopus curry,Biryani,Curry chicken,Grilled chicken,Squid,Shrimp,Lobster,Crab,Calalou,Gratin,Salted beef,Grilled beef,Pork,Sausage,Fried plantains,Fried bananas,Fried cassava,Fried yams,Fried sweet potatoes,Fried breadfruit,Fried dumplings,Fried noodles,Fried rice,Noodles,Rice,Lentils,Beans,Plantains,Bananas,Papaya,Mango,Pineapple,Watermelon,Avocado,Tomatoes,Onions,Garlic,Chilli peppers,Okra,Spinach,Cabbage,Carrots,Potatoes,Sweet potatoes,Breadfruit,Cassava,Yams,Bread,Baguettes,Creole cakes,Coconut cakes,Vanilla cakes,Chocolate cakes,Vanilla ice cream,Coconut ice cream,Chocolate ice cream,Fruit juices,Fruits salads,Yoghurt,Cheese,Coconut milk,Coconut water,Coffee,Tea,Beer,Rum,Wine,Soda,Coconut water,Coconut milk,Coconut oil,Coconut butter,Coconut cream,Coconut jam,Coconut syrup,Coconut sugar,Coconut vinegar,Coconut flour,Coconut chips,Coconut candy,Coconut cookies,Coconut bread,Coconut muffins,Coconut pancakes,Coconut ice cream,Coconut sorbet,Coconut chutney,Coconut curry,Coconut milk tea,Coconut milk shake"
Romania,"Sarmale,Mamaliga,Mititei,Zacusc\u0103,Ciorb\u0103,Cascaval,Cozonac,Gogosi,Chiftele,Salata de vinete,Fasole,Papanasi,Placinte,Musaca,Tuica,Drob,Salata de boeuf,Ciuperci,Salata de icre,Pilaf,Supa de pui,Papana\u0219i,S\u0103rm\u0103lu\u021be,Salat\u0103 de ou\u0103,M\u0103m\u0103lig\u0103,Pâine,Mur\u0103turi,Ciulama,Pl\u0103cinte cu brânz\u0103,Friptur\u0103,Cozonac cu nuc\u0103,G\u0103lu\u0219te,Chiftele de pe\u0219te,M\u0103m\u0103ligu\u021be,Rulad\u0103,Tochitur\u0103,Salat\u0103 de sfecl\u0103,Fic\u0103,Sup\u0103 de ciuperci,Bors,Salat\u0103 de cartofi,Varz\u0103 a la Cluj,Salat\u0103 de vinete,Salat\u0103 de fasole,Pilaf de orez,Cârna\u021bi,Salat\u0103 de castrave\u021bi,Salat\u0103 de boeuf cu maionez\u0103,Sarmale în foi de varz\u0103,Pâine cu brânz\u0103,Bureci,Salat\u0103 de icre cu ceap\u0103,Tochitur\u0103 cu m\u0103m\u0103lig\u0103,Salat\u0103 de porumb,Salat\u0103 de vinete cu maionez\u0103,Salat\u0103 de varz\u0103,Salat\u0103 de castrave\u021bi cu maionez\u0103,Salat\u0103 de fasole cu maionez\u0103,M\u0103m\u0103ligu\u021be cu brânz\u0103,Salat\u0103 de cartofi cu maionez\u0103,Ciorb\u0103 de peri\u0219oare,Salat\u0103 de boeuf cu ceap\u0103,Salat\u0103 de pui,Salat\u0103 de ro\u0219ii,Salat\u0103 de p\u0103trunjel,Salat\u0103 de vinete cu ceap\u0103,Salat\u0103 de castrave\u021bi cu ceap\u0103,Salat\u0103 de fasole cu ceap\u0103,Salat\u0103 de cartofi cu ceap\u0103,Salat\u0103 de ardei,Salat\u0103 de ciuperci,Salat\u0103 de ton,Salat\u0103 de ou\u0103 cu maionez\u0103,Salat\u0103 de pui cu maionez\u0103,Salat\u0103 de ro\u0219ii cu maionez\u0103,Salat\u0103 de p\u0103trunjel cu maionez\u0103,Salat\u0103 de vinete cu usturoi,Salat\u0103 de castrave\u021bi cu usturoi,Salat\u0103 de fasole cu usturoi,Salat\u0103 de cartofi cu usturoi,Salat\u0103 de ardei cu usturoi,Salat\u0103 de ciuperci cu usturoi,Salat\u0103 de ton cu usturoi,Salat\u0103 de ou\u0103 cu usturoi,Salat\u0103 de pui cu usturoi,Salat\u0103 de ro\u0219ii cu usturoi,Salat\u0103 de p\u0103trunjel cu usturoi,Salat\u0103 de vinete cu maionez\u0103 \u0219i usturoi,Salat\u0103 de castrave\u021bi cu maionez\u0103 \u0219i usturoi,Salat\u0103 de fasole cu maionez\u0103 \u0219i usturoi,Salat\u0103 de cartofi cu maionez\u0103 \u0219i usturoi,Salat\u0103 de ardei cu maionez\u0103 \u0219i usturoi,Salat\u0103 de ciuperci cu maionez\u0103 \u0219i usturoi,Salat\u0103 de ton cu maionez\u0103 \u0219i usturoi,Salat\u0103 de ou\u0103 cu maionez\u0103 \u0219i usturoi,Salat\u0103 de pui cu maionez\u0103 \u0219i usturoi,Salat\u0103 de ro\u0219ii cu maionez\u0103 \u0219i usturoi,Salat\u0103 de p\u0103trunjel cu maionez\u0103 \u0219i usturoi,Salat\u0103 de vinete cu ulei \u0219i o\u021bet,Salat\u0103 de castrave\u021bi cu ulei \u0219i o\u021bet"
Russia,"Borscht,Blini,Pelmeni,Olivier Salad,Shchi,Solyanka,Pirozhki,Kvass,Paskha,Kholodets,Kvas,Vareniki,Kasha,Kulebyaka,Syrniki,Beef Stroganoff,Pirog,Golubtsy,Smetana,Herring,Blinchiki,Pryaniki,Baked Fish,Caviar,Shashlik,Khachapuri,Pickled Vegetables,Kvass,Syabzi,Okroshka,Salo,Borsch,Kompot,Borchtch,Salted Fish,Ryazhenka,Kholodets,Kvass,Piroshki,Pelmeni,Borscht,Blini,Herring Under Fur Coat,Kulebyaka,Solyanka,Olivier Salad,Paskha,Shchi,Vareniki,Kasha,Syrniki,Beef Stroganoff,Pirog,Golubtsy,Smetana,Blinchiki,Pryaniki,Baked Fish,Caviar,Shashlik,Khachapuri,Pickled Vegetables,Kvass,Syabzi,Okroshka,Salo,Borsch,Kompot,Borchtch,Salted Fish,Ryazhenka,Kholodets,Kvass,Piroshki,Pelmeni,Borscht,Blini,Herring Under Fur Coat,Kulebyaka,Solyanka,Olivier Salad,Paskha,Shchi,Vareniki,Kasha,Syrniki,Beef Stroganoff,Pirog,Golubtsy,Smetana,Blinchiki,Pryaniki,Baked Fish,Caviar,Shashlik,Khachapuri,Pickled Vegetables,Kvass,Syabzi,Okroshka"
Rwanda,"Ugali,Cassava,Sweet potatoes,Plantains,Beans,Rice,Maize,Sorghum,Millet,Plantain chips,Fried plantain,Bananas,Avocado,Fish,Goat Meat,Beef,Mutton,Chicken,Broccoli,Cabbage,Carrots,Peas,Spinach,Tomatoes,Onions,Garlic,Ginger,Peppers,Peanuts,Sweet potatoes,Peanut sauce,Grilled meats,Injera,Sambusas,Chapati,Matoke,Isombe,Ibihaza,Ibirayi,Ibikase,Ibijumba,Ibikoresho,Ibirungu,Ibihimbi,Ibiryo,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi,Akabenzi"
Saint Helena,"Fish,Fruits,Vegetables,Rice,Bread,Curry,Coconut,Spices,Beans,Chickpeas,Bananas,Apples,Papayas,Oranges,Lemons,Limes,Pineapples,Avocado,Mangoes,Paprika,Tomatoes,Onions,Garlic,Potatoes,Cabbage,Carrots,Spinach,Kale,Broccoli,Cauliflower,Lettuce,Eggplant,Peas,Corn,Mushrooms,Olives,Nuts,Cheese,Yogurt,Milk,Butter,Beef,Lamb,Pork,Chicken,Duck,Fish,Mussels,Oysters,Clams,Lobster,Shrimp,Squid,Anchovies,Mackerel,Tuna,Sardines,Crabs,Octopus,Caviar,Eggs,Honey,Chocolate,Coffee,Tea,Juice,Beer,Wine,Rum,Pasta,Noodles,Soup,Salad,Jam,Marmalade,Pickles,Preserves,Sauces,Condiments,Chutney,Mustard,Salt,Pepper,Herbs,Curry Powder,Flour,Sugar,Oats,Cereal,Granola,Popcorn,Crackers,Bread,Cookies,Cakes,Pies,Pastries,Ice Cream,Candies,Snacks"
Saint Kitts & Nevis,"Fish,Plantains,Rice,Beans,Saltfish,Cassava,Tannia,Breadfruit,Sweet Potato,Goat,Pig,Lamb,Beef,Chicken,Lobster,Shrimp,Conch,Fungi,Coconut,Callaloo,Gungo Peas,Souse,Stewed Chicken,Curried Goat,Flying Fish,Roti,Johnny Cakes,Dumplings,Plantain Fritters,Spicy Plantain Balls,Saltfish Cakes,Callaloo Soup,Fish Stew,Fish Fritters,Fried Plantains,Roasted Corn,Coconut Water,Sorrel,Pepper Pot,Cornmeal Porridge,Fungi and Saltfish,Macaroni Pie,Stewed Beef,Fried Dumplings,Fried Jackfish,Fried Kingfish,Fried Chicken,Fried Breadfruit,Stewed Pork,Fried Fish,Fried Bakes,Fried Plantain Chips,Fried Saltfish,Fried Cassava,Fried Sweet Potato,Fried Tannia,Fried Bananas,Fried Okra,Fried Gungo Peas,Fried Accra,Fried Yam,Boiled Plantains,Boiled Yam,Boiled Tannia,Boiled Bananas,Boiled Sweet Potato,Boiled Cassava,Boiled Breadfruit,Boiled Gungo Peas,Boiled Rice,Boiled Beans,Boiled Potatoes,Boiled Pumpkin,Boiled Fish,Boiled Lobster,Boiled Conch,Boiled Shrimp,Boiled Callaloo,Spicy Chicken,Jerk Chicken,Pepper Shrimp,Pepper Pot Stew,Coconut Bread,Coconut Milk,Coconut Rice,Coconut Pie,Coconut Water,Coconut Curry,Coconut Cake,Green Banana Porridge,Green Banana Soup,Green Banana Fritters,Green Banana Chips,Green Banana Pudding,Guava Jelly,Guava Jam,Guava Cake,Guava Pie,Pineapple Juice,Pineapple Cake"
Saint Lucia,"Coconut,Callaloo,Fried Plantains,Saltfish,Spicy Chicken,Fish Broth,Roast Breadfruit,Stewed Pork,Fried Breadfruit,Fried Jackfish,Fried Bakes,Fried Dumplings,Fried Rice,Fried Plantain Balls,Plantain Pie,Accra,Cassava Pone,Bakes,Baked Sweet Potato,Dhalpuri,Green Figs,Green Bananas,Eddoes,Yam,Sweet Potato Pudding,Macaroni Pie,Rice and Peas,Coconut Buns,Coconut Bread,Coconut Tart,Coconut Cake,Coconut Water,Coconut Milk,Coconut Rice,Coconut Custard,Coconut Curry,Guava Jelly,Guava Jam,Guava Chutney,Papaya Jam,Papaya Chutney,Papaya Salad,Papaya Soup,Breadfruit,Breadfruit Chips,Breadfruit Porridge,Breadfruit Pie,Breadfruit Curry,Soup Joumou,Callaloo Soup,Lobster,Lobster Stew,Red Snapper,Mackerel,King Fish,Sea Urchin,Conch,Herring,Flying Fish,Salt Fish,Salt Fish Fritters,Salt Fish Cakes,Salt Fish Pie,Salt Fish Stew,Salt Fish and Ackee,Salt Fish and Dumplings,Bakes and Salt Fish,Salt Fish and Plantain,Salt Fish and Coconut,Salt Fish and Callaloo,Salt Fish and Rice,Salt Fish and Beans,Salt Fish and Spinach,Salt Fish and Tomato,Salt Fish and Okra,Salt Fish and Sweet Potato,Salt Fish and Yam,Salt Fish and Peas,Salt Fish and Onion,Salt Fish and Garlic,Salt Fish and Pepper,Salt Fish and Herbs,Salt Fish and Cornmeal,Salt Fish and Banana,Salt Fish and Pumpkin,Salt Fish and Squash,Salt Fish and Gungo Peas,Salt Fish and Avocado,Salt Fish and Papaya,Salt Fish and Breadfruit,Salt Fish and Guava,Plantain Chips,Plantain Fritters,Plantain Balls,Plantain Pudding,Plantain Cake,Plantain Bread,Plantain Porridge,Plantain Curry,Plantain Soup"
St Pierre & Miquelon,"Seafood,Fish,Lobster,Crab,Scallops,Mussels,Oysters,Clams,Shrimp,Cod,Herring,Halibut,Salmon,Trout,Flounder,Mackerel,Haddock,Redfish,Pollock,Hake,Tuna,Swordfish,Anchovies,Sablefish,Eel,Smelt,Mackerel,Crayfish,Lobster Rolls,Fish Cakes,Fish and Chips,Fish Stew,Bouillabaisse,Seafood Chowder,Seafood Paella,Fish Pie,Grilled Fish,Fried Fish,Baked Fish,Boiled Fish,Poached Fish,Smoked Fish,Pickled Fish,Ceviche,Sushi,Sashimi,Tartar Sauce,Cockles,Mussels in Cream Sauce,Scallops in White Wine Sauce,Clams Casino,Oysters Rockefeller,Fried Calamari,Shrimp Cocktail,Crab Cakes,Lobster Thermidor,Lobster Bisque,Crab Bisque,Lobster Roll Sandwiches,Fish Tacos,Shrimp Scampi,Seafood Gumbo,Seafood Risotto,Fish Curry,Fish Soup,Seafood Salad,Seafood Pizza,Seafood Lasagna,Clam Chowder,Fish Fingers,Fish and Chips,Fish Cakes,Fish Burgers,Fish Sticks,Salt Cod,Pickled Herring,Caviar,Herring Salad,Herring Roe,Fish Pate,Seafood Pizza,Seafood Salad,Salmon Tartare,Smoked Salmon,Salmon Sashimi,Salmon Caviar,Smoked Trout,Trout Pate,Trout Roe,Salmon Roe,Horseradish Sauce,Tartar Sauce,Cocktail Sauce,Seafood Dips,Oyster Sauce,Mussels in Garlic Sauce,Clams in White Wine Sauce,Seafood Marinara,Seafood Alfredo,Fish Sauce"
Saint Vincent and the Grenadines,"Callaloo,Souse,Pepperpot,Roti,Fried Plantains,Fried Jackfish,Rice and Peas,Stewed Saltfish,Coconut Bake,Cassava Pone,Banana Pudding,Johnny Cake,Conkies,Fish Cakes,Bakes,Coconut Bread,Stewed Chicken,Fried Dumplings,Roast Pork,Fried Rice,Macaroni Pie,Coconut Sweetbread,Stewed Beef,Fried Breadfruit,Fried Fish,Spicy Fish,Fried Chicken,Plantain Pie,Fish Stew,Stewed Pork,Saltfish Fritters,Baked Fish,Roasted Corn,Roasted Sweet Potatoes,Boiled Yams,Coconut Rice,Lobster,Shrimp,Kingfish,Red Snapper,Grouper,Mahi Mahi,Tuna,Flying Fish,Pelau,Curried Chicken,Curried Goat,Curried Mutton,Fried Bakes,Fried Saltfish,Fried Tofu,Fried Plantain Fritters,Fried Dumplings,Coconut Milk Rice,Baked Bananas,Stewed Vegetables,Roasted Sweet Potato Fries,Roasted Plantains,Boiled Breadfruit,Coconut Rice and Beans,Callaloo Soup,Pumpkin Soup,Spicy Fish Soup,Coconut Milk Soup,Fish Soup,Tuna Salad,Macaroni Salad,Potato Salad,Coleslaw,Fruit Salad,Coconut Custard,Coconut Tarts,Ginger Beer,Sorrel Juices,Sea Moss Drinks,Mauby,Tamarind Juice,Pineapple Juice,Passion Fruit Juice,Mango Juice,Soursop Juice,Guava Juice,Sorrel Drinks,Sorrel Syrup,Fish Cakes,Coconut Drops,Rum Cake,Spice Cake,Coconut Cake,Tannia Cake,Cassava Pone,Coconut Pie,Sweet Potato Pie,Banana Bread,Coconut Bread,Spice Bun,Guava Cheese,Coconut Candy,Coconut Jam,Coconut Jams and Jellies"
Samoa,"Palusami,Oka,Palusapia,Palusami,Palusami,Palusami,Palusami,Palusami,Palusami,Palusami,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia,Palusapia"
San Marino,"Polenta,Gnocchi,Risotto,Lasagna,Focaccia,Tagliatelle,Ravioli,Cappelletti,Tortellini,Pesto,Minestrone,Farinata,Panzanella,Bruschetta,Fagioli,Zuppa,Cacciucco,Porchetta,Sausage,Salami,Prosciutto,Speck,Pancetta,Mortadella,Cotechino,Gorgonzola,Parmigiano,Taleggio,Asiago,Ricotta,Burrata,Mozzarella,Pecorino,Stracchino,Truffles,Anchovies,Olives,Capers,Artichokes,Fennel,Mushrooms,Chestnuts,Pistachios,Walnuts,Hazelnuts,Apricots,Apples,Pears,Figs,Grapes,Pomegranates,Strawberries,Cherries,Peaches,Plums,Oranges,Lemons,Limes,Melons,Watermelon,Honey,Chocolate,Tiramisu,Panna cotta,Gelato,Granita,Cannoli,Crostata,Zabaglione,Panettone,Pandoro,Biscotti,Amaretti,Pinza,Fritole,Castagnaccio,Baccalà,Mussels,Clams,Octopus,Swordfish,Tuna,Trout,Eel,Mackerel,Anchovies,Sardines,Squid,Shrimp,Lobster,Red wine,White wine,Grappa,Limoncello,Cappuccino,Espresso,Macchiato,Affogato,Bicerin,Corretto"
Sao Tome & Principe,"Fish,Plantains,Cassava,Rice,Beans,Maize,Breadfruit,Sweet potatoes,Yams,Fruits,Coconut,Papaya,Bananas,Pineapple,Mangoes,Avocado,Cocoa,Coffee,Tea,Spices,Okra,Cassava leaves,Yam leaves,Spinach,Tomatoes,Peppers,Onions,Garlic,Eggplant,Squash,Pumpkin,Nuts,Peanuts,Cashews,Almonds,Walnuts,Macadamia nuts,Meat,Poultry,Pork,Beef,Goat,Lamb,Seafood,Lobster,Shrimp,Octopus,Clams,Crabs,Squid,Oysters,Mussels,Sardines,Mackerel,Tuna,Anchovies,Cheese,Milk,Yogurt,Butter,Eggs,Honey,Sugar,Salt,Oil,Vinegar,Soup,Stews,Salads,Fufu,Koki,Calulu,Coconut milk,Palm oil,Palm wine,Beer,Rum,Coconut water,Coconut juice,Coconut liqueur,Cassava bread,Cassava cake,Fritters,Porridge,Puddings,Plantain chips,Plantain porridge,Boiled plantains,Fried plantains,Plantain pancakes,Plantain ice cream,Plantain soup,Plantain stew,Plantain sauce,Plantain fritters,Plantain donuts,Plantain bread,Plantain cake,Plantain muffins,Plantain smoothies"
Saudi Arabia,"Kabsa,Mutabbaq,Shawarma,Hummus,Falafel,Biryani,Mandi,Kibbeh,Sambusa,Fattoush,Kofta,Harees,Kushari,Maklouba,Fatteh,Tabbouleh,Labneh,Laham Mishwee,Makdous,Lahoh,Maqluba,Laban,Qatayef,Kashkawan,Maamoul,Jareesh,Tharid,Sfiha,Muhallabia,Margoog,Kibbeh Nayyeh,Stuffed Grape Leaves,Foul Medames,Moutabal,Kebab,Jambalaya,Baba Ganoush,Harira,Shawerma,Mandi Rice,Kibbeh Soup,Freekeh,Mujaddara,Fattah,Baba Ghanoush,Kibbeh Balls,Kebbeh,Kibbeh Bil Saniyeh,Kebab Kofta,Kibbeh Labanieh,Kabsa Rice,Kebab Bil Saniyeh,Kibbeh Bel Saniyeh,Kibbeh Nayyeh,Kibbeh Bel Laban,Kibbeh Bel Kishk,Kibbeh Bel Hummus,Lamb Kebab,Lamb Kofta,Kofta Kebab,Kofta Bel Laban,Kofta Bel Kishk,Kofta Bel Hummus,Jareesh Bel Laban,Jareesh Bel Kishk,Jareesh Bel Hummus,Jareesh Bel Kebab,Jareesh Bel Kofta,Kebab Bel Laban,Kebab Bel Kishk,Kebab Bel Hummus,Kebab Bel Kofta,Lamb Bel Laban,Lamb Bel Kishk,Lamb Bel Hummus,Lamb Bel Kofta,Kofta Bel Laban,Kofta Bel Kishk,Kofta Bel Hummus,Kofta Bel Kebab,Kofta Bel Kofta,Machboos,Machbous Bel Laban,Machbous Bel Kishk,Machbous Bel Hummus,Machbous Bel Kebab,Machbous Bel Kofta,Lamb Bel Machbous,Kebab Bel Machbous,Kofta Bel Machbous,Machbous Bel Machbous,Mutabbaq Bel Laban,Mutabbaq Bel Kishk,Mutabbaq Bel Hummus,Mutabbaq Bel Kebab,Mutabbaq Bel Kofta,Mutabbaq Bel Machbous,Roast Lamb,Roast Chicken,Roast Beef"
