country,keywords
Senegal,"Acacia,Baobab,Casuarina,Combretum,Euphorbia,Ficus,Guiera,Hyphaene,Ipomoea,Jatropha,Khaya,Lantana,Maesopsis,Neoboutonia,Ochna,Panicum,Quercus,Raphia,Sapium,Terminalia,Uapaca,Vitex,Wisteria,Xeromphis,Ziziphus,Aeschynomene,Boscia,Commiphora,Dichrostachys,Eragrostis,Faidherbia,Grewia,Heliotropium,Indigofera,Justicia,Kigelia,Lonchocarpus,Mimusops,Nymphaea,Olea,Parkia,Rhizophora,Salvadora,Tamarindus,Urena,Vigna,Withania,Ximenia,Zornia,Acanthospermum,Borreria,Cordia,Diospyros,Erythrina,Ficus,Gymnosporia,Hibiscus,Ipomoea,Jatropha,Kalanchoe,Lippia,Moringa,Nymphoides,Opuntia,Phoenix,Rhus,Setaria,Terminalia,Urena,Vitex,Wissadula,Xanthium,Zehneria,Aloe,Boscia,Cenchrus,Dioclea,Erythrina,Ficus,Grewia,Hyphaene,Ipomoea,Jatropha,Kalanchoe,Lippia,Maerua,Nymphaea,Opuntia,Panicum,Rhizophora,Salvadora,Terminalia,Urena,Vigna,Withania,Ximenia,Ziziphus,Acacia,Baobab,Casuarina"
Serbia,"Oak,Beech,Pine,Spruce,Maple,Ash,Birch,Hornbeam,Alder,Juniper,Chestnut,Yew,Elm,Poplar,Walnut,Willow,Linden,Fir,Plane,Honeysuckle,Hawthorn,Sloe,Dogwood,Blackthorn,Elder,Hazel,Ivy,Viburnum,Gorse,Broom,Rhododendron,Heather,Juniper,Thyme,Orchid,Sage,Lavender,Rosemary,Marjoram,Fennel,Chamomile,Mint,Meadowsweet,Dandelion,Daisy,Primrose,Bluebell,Buttercup,Cowslip,Foxglove,Poppy,Ragwort,St. John's Wort,Wild Garlic,Wild Onion,Wild Radish,Wild Carrot,Wild Beet,Wild Clover,Wild Vetch,Wild Mustard,Wild Rocket,Wild Asparagus,Wild Cabbage,Wild Celery,Wild Spinach,Wild Lettuce,Wild Parsnip,Wild Fennel,Wild Artichoke,Wild Strawberry,Wild Raspberry,Wild Blackberry,Wild Gooseberry,Wild Cherry,Wild Plum,Wild Crab Apple,Wild Pear,Wild Quince,Wild Mulberry,Wild Medlar,Wild Service Tree,Wild Fig,Wild Apple,Wild Pear,Wild Apricot,Wild Peaches,Wild Almond,Wild Walnut,Wild Chestnut,Wild Hazelnut,Wild Pistachio,Wild Olive,Wild Jujube,Wild Grapes,Wild Sweet Chestnut,Wild Carob,Wild Tamarind,Wild Date Palm,Wild Pomegranate"
Seychelles,"Coconut Palms,Pandanus Trees,Sea Grapes,Calophyllum Trees,Bois De Natte,Calophyllum inophyllum,Cordia subcordata,Pandanus tectorius,Hibiscus tiliaceus,Terminalia catappa,Barringtonia asiatica,Terminalia catappa,Schizolobium excelsum,Pemphis acidula,Pemphis acidula,Casuarina equisetifolia,Cocos nucifera,Elaeocarpus borbonicus,Acacia farnesiana,Barringtonia racemosa,Acacia nilotica,Acacia tortilis,Capparis sepiaria,Acacia horrida,Acacia tortilis,Bauhinia galpinii,Bauhinia tomentosa,Euphorbia tetragona,Ficus benjamina,Ficus racemosa,Gardenia taitensis,Gardenia thunbergia,Hibiscus rosa-sinensis,Ixora coccinea,Lantana camara,Livistona farinosa,Melaleuca leucadendron,Morinda citrifolia,Pandanus utilis,Phoenix reclinata,Plumeria rubra,Psidium guajava,Randia aculeata,Ricinus communis,Rubus niveus,Scaevola taccada,Schinus terebinthifolius,Sterculia foetida,Syzygium cumini,Tamarindus indica,Terminalia catappa,Terminalia muelleri,Terminalia muelleri,Terminalia muelleri,Terminalia muelleri,Terminalia muelleri,Terminalia muelleri,Thespesia populnea,Tournefortia argentea,Trichilia emetica,Vitex pinnata,Xylosma suaveolens,Ziziphus mauritiana,Acrocomia aculeata,Adansonia digitata,Alchornea cordifolia,Alchornea grandiflora,Allophylus cobbe,Alphitonia zizyphoides,Anacardium occidentale,Annona muricata,Areca catechu,Argemone mexicana,Artocarpus heterophyllus,Azadirachta indica,Bambusa vulgaris,Bursera simaruba,Carapa guianensis,Casearia tinifolia,Casuarina equisetifolia,Celtis timorensis,Coccinia grandis,Coccoloba uvifera,Cocos nucifera,Cordia subcordata,Cynometra cauliflora,Derris trifoliata,Diospyros tessellaria,Elaeis guineensis,Ficus benghalensis,Ficus hispida,Ficus religiosa,Gliricidia sepium,Guettarda speciosa,Heliotropium foertherianum,Hibiscus tiliaceus,Hymenocardia acida,Ipomoea pes-caprae,Macaranga peltata,Mimusops elengi"
Sierra Leone,"Mangroves,Rainforest,Baobab,Acacia,Zingiber,Coconut,Oil Palm,Rubber,Tea,Coffee,Cashew,Hibiscus,Bamboo,Banana,Sugar Cane,Rice,Cassava,Yam,Maize,Groundnut,Millet,Teak,Eucalyptus,Bitter Leaf,Onions,Okra,Tomatoes,Peppers,Eggplant,Cucumber,Squash,Lettuce,Spinach,Parsley,Carrots,Sweet Potato,Papaya,Mango,Avocado,Pineapple,Guava,Citrus,Watermelon,Coconut,Papaya,Durian,Breadfruit,Jackfruit,Date Palm,Baobab,Soursop,Rambutan,Marula,Mangosteen,Acacia,Cotton,Bambara Groundnut,Hibiscus,Jatropha,Okra,Sorghum,Cowpea,Bitter Leaf,Limestone,Calcium,Magnesium,Potassium,Iron,Copper,Zinc,Manganese,Selenium,Chromium,Molybdenum,Cobalt,Nickel,Lead,Barley,Wheat,Oats,Sorghum,Millet,Maize,Rice,Cassava,Yam,Plantains,Sweet Potato,Fonio,Groundnut,Cowpea,Bambara Nut,Sesame,Sunflower,Coconut,Oil Palm,Rubber,Tea,Coffee,Cashew"
Singapore,"Rainforest,Mangrove,Orchid,Bamboo,Rambutan,Coconut,Pandan,Durian,Palms,Ficus,Sea-grape,Hibiscus,Croton,Water-lily,Rubber,Papaya,Banana,Jackfruit,Starfruit,Breadfruit,Mangosteen,Jambu,Casuarina,Acacia,Eucalyptus,Terminalia,Melaleuca,Schleichera,Dipterocarp,Shorea,Hopea,Calophyllum,Vitex,Ficus,Pandanus,Alstonia,Lagerstroemia,Casuarina,Calliandra,Artocarpus,Syzygium,Eugenia,Combretum,Dillenia,Ficus,Macaranga,Melastoma,Sterculia,Barringtonia,Clerodendrum,Hedychium,Phoenix,Cocos,Phoenix,Acalypha,Strobilanthes,Acacia,Ficus,Eugenia,Terminalia,Syzygium,Ixora,Zingiber,Plectranthus,Costus,Impatiens,Alocasia,Musa,Gloriosa,Musa,Costus,Pandanus,Phoenix,Costus,Musa,Ficus,Syzygium,Terminalia,Acacia,Musa,Gloriosa,Phoenix,Acalypha,Strobilanthes,Pandanus,Ixora,Zingiber,Plectranthus,Costus,Impatiens,Alocasia,Musa,Gloriosa,Musa,Costus,Pandanus,Phoenix,Costus,Musa,Ficus"
Slovakia,"Trees: Oak, Beech, Spruce, Pine, Maple, Ash, Poplar, Linden, Elm, Alder,Shrubs: Juniper, Holly, Rhododendron, Forsythia, Viburnum, Dogwood, Privet, Honeysuckle,Grasses: Fescue, Timothy, Meadow, Bent, Rye, Bluegrass, Brome,Wildflowers: Daisy, Dandelion, Buttercup, Foxglove, Anemone, Primrose, Cowslip, Violet,Ferns: Bracken, Polypody, Holly Fern, Male Fern, Lady Fern,Mosses: Sphagnum, Polytrichum, Hypnum, Dicranum,Lichens: Reindeer Moss, Usnea, Cladonia, Parmelia,Trees: Spruce, Pine, Birch, Fir, Larch, Alder, Willow,Shrubs: Juniper, Hazel, Hawthorn, Dogwood, Elder,Grasses: Brome, Fescue, Timothy, Meadow, Bent, Ryegrass,Wildflowers: Poppy, Daisy, Dandelion, Buttercup, Foxglove, Anemone, Primrose, Cowslip,Ferns: Bracken, Polypody, Holly Fern, Male Fern, Lady Fern,Mosses: Sphagnum, Polytrichum, Hypnum, Dicranum,Lichens: Reindeer Moss, Usnea, Cladonia, Parmelia,Trees: Oak, Beech, Ash, Poplar, Linden, Elm,Shrubs: Juniper, Holly, Rhododendron, Forsythia, Viburnum, Privet, Honeysuckle,Grasses: Fescue, Timothy, Meadow, Bent, Rye, Bluegrass,Wildflowers: Daisy, Dandelion, Buttercup, Foxglove, Anemone, Primrose, Cowslip, Violet,Ferns: Bracken, Polypody, Holly Fern, Male Fern, Lady Fern,Mosses: Sphagnum, Polytrichum, Hypnum, Dicranum,Lichens: Reindeer Moss, Usnea, Cladonia, Parmelia,Trees: Spruce, Pine, Birch, Fir, Larch, Alder, Willow,Shrubs: Juniper, Hazel, Hawthorn, Dogwood, Elder,Grasses: Brome, Fescue, Timothy, Meadow, Bent, Ryegrass,Wildflowers: Poppy, Daisy, Dandelion, Buttercup, Foxglove, Anemone, Primrose, Cowslip,Ferns: Bracken, Polypody, Holly Fern, Male Fern, Lady Fern,Mosses: Sphagnum, Polytrichum, Hypnum, Dicranum,Lichens: Reindeer Moss, Usnea, Cladonia, Parmelia,Trees: Oak, Beech, Ash, Poplar, Linden, Elm,Shrubs: Juniper, Holly, Rhododendron, Forsythia, Viburnum, Privet, Honeysuckle,Grasses: Fescue, Timothy, Meadow, Bent, Rye, Bluegrass,Wildflowers: Daisy, Dandelion, Buttercup, Foxglove, Anemone, Primrose, Cowslip, Violet,Ferns: Bracken, Polypody, Holly Fern, Male Fern, Lady Fern,Mosses: Sphagnum, Polytrichum, Hypnum, Dicranum,Lichens: Reindeer Moss, Usnea, Cladonia, Parmelia,Trees: Spruce, Pine, Birch, Fir, Larch, Alder, Willow,Shrubs: Juniper, Hazel, Hawthorn, Dogwood, Elder,Grasses: Brome, Fescue, Timothy, Meadow, Bent, Ryegrass,Wildflowers: Poppy, Daisy, Dandelion, Buttercup, Foxglove, Anemone, Primrose, Cowslip,Ferns: Bracken, Polypody, Holly Fern, Male Fern, Lady Fern,Mosses: Sphagnum, Polytrichum, Hypnum, Dicranum,42"
Slovenia,"Beech,Oak,Pine,Spruce,Larch,Fir,Juniper,Willow,Maple,Alder,Ash,Poplar,Birch,Hornbeam,Elm,Chestnut,Hazel,Linden,Yew,Walnut,Hawthorn,Honeysuckle,Ivy,Elder,Viburnum,Dogwood,Holly,Alpine Rose,Wild Strawberry,Blueberry,Bilberry,Raspberry,Blackberry,Cranberry,Redcurrant,Whitebeam,Blackthorn,Juniper Berry,Cornflower,Daisy,Dandelion,Primrose,Orchid,Cowslip,Buttercup,Foxglove,Lilies,Poppies,Gentians,Aconites,Violets,Columbine,Meadowsweet,Marsh Marigold,Cinquefoil,Butterwort,Lichen,Moss,Algae,Fungi,Licorice,Caraway,Wormwood,Sage,Thyme,Lavender,Rosemary,Marjoram,Oregano,Nettle,Fennel,Dandelion,Chicory,Plantain,Wild Garlic,Wild Onion,Wild Rocket,Purslane,Burdock,Chicory,Broom,Heather,Kidney Vetch,Milkwort,Knapweed,Cowslip,Daisy,Wild Carrot,Hawkweed,Speedwell,Vetch,Orache,Plantain,Clover,Common Sorrel,Common Mallow,St John's Wort,Wild Radish,Wild Turnip,Charlock"
Solomon Islands,"Coconut Palms,Pandanus Trees,Breadfruit Trees,Mangroves,Banyan Trees,Hibiscus,Orchids,Frangipani,Bougainvillea,Crotons,Hibiscus,Fiddlewood,Eucalyptus,Casuarinas,Ironwood,Mahogany,Bamboo,Cycads,Ferns,Pandanus,Clove Trees,Gmelina,Teak,Sandalwood,Acacias,Melaleuca,Terminalia,Avicennia,Pterocarpus,Cordia,Pisonia,Mango,Banana,Papaya,Citrus,Breadfruit,Guava,Starfruit,Pineapple,Noni,Jackfruit,Soursop,Tamarind,Macadamia,Cashew,Mangosteen,Lychee,Rambutan,Coffee,Cocoa,Coconut,Casuarina,Acacia,Terminalia,Melaleuca,Pandanus,Ficus,Wild Ginger,Ixora,Pandanus,Calophyllum,Hibiscus,Gardenia,Plumeria,Frangipani,Bougainvillea,Crotons,Fiddlewood,Eucalyptus,Casuarinas,Ironwood,Mahogany,Bamboo,Cycads,Ferns,Pandanus,Clove Trees,Gmelina,Teak,Sandalwood,Acacias,Terminalia,Avicennia,Pterocarpus,Cordia,Pisonia,Seagrass,Sea Lettuce,Sea Grapes,Sea Cucumber,Sea Urchins,Sea Anemones,Sea Squirts,Corals,Sea Stars,Sea Sponges,Sea Snakes,Sea Turtles,Sea Birds,Sea Mammals"
Somalia,"Acacia,Aloe,Euphorbia,Cactus,Commiphora,Calotropis,Cordia,Balanites,Boswellia,Ziziphus,Dodonaea,Tamarix,Salvadora,Acacia tortilis,Acacia nilotica,Acacia seyal,Acacia senegal,Acacia abyssinica,Acacia horrida,Acacia karroo,Acacia tortilis subsp. Raddiana,Acacia brevispica,Acacia reficiens,Acacia sieberiana,Acacia mellifera,Acacia albida,Acacia laeta,Acacia ammobia,Acacia ehrenbergiana,Acacia albicorticata,Acacia nigrescens,Acacia sieberiana subsp. Woodii,Acacia tortilis subsp. Spirocarpa,Acacia sieberiana var. Woodii,Acacia sieberiana var. Raddiana,Acacia sieberiana var. Subulata,Acacia sieberiana var. Sieberiana,Acacia seyal var. Fistula,Acacia senegal var. Senegal,Acacia seyal var. Seyal,Acacia abyssinica var. Abyssinica,Acacia horrida var. Horrida,Acacia karroo var. Karroo,Acacia tortilis subsp. Tortilis,Acacia tortilis subsp. Raddiana,Acacia tortilis subsp. Spirocarpa,Acacia tortilis subsp. Woodii,Acacia brevispica var. Brevispica,Acacia reficiens var. Reficiens,Acacia sieberiana var. Sieberiana,Acacia mellifera var. Mellifera,Acacia albida var. Albida,Acacia laeta var. Laeta,Acacia ammobia var. Ammobia,Acacia ehrenbergiana var. Ehrenbergiana,Acacia albicorticata var. Albicorticata,Acacia nigrescens var. Nigrescens,Acacia sieberiana subsp. Sieberiana,Acacia sieberiana subsp. Raddiana,Acacia sieberiana subsp. Subulata,Acacia sieberiana subsp. Woodii,Acacia tortilis subsp. Tortilis,Acacia tortilis subsp. Raddiana,Acacia tortilis subsp. Spirocarpa,Acacia tortilis subsp. Woodii,Acacia brevispica var. Brevispica,Acacia reficiens var. Reficiens,Acacia sieberiana var. Sieberiana,Acacia mellifera var. Mellifera,Acacia albida var. Albida,Acacia laeta var. Laeta,Acacia ammobia var. Ammobia,Acacia ehrenbergiana var. Ehrenbergiana,Acacia albicorticata var. Albicorticata,Acacia nigrescens var. Nigrescens,Ficus sycomorus,Ficus thonningii,Ficus sur,Ficus sycomorus var. Sycomorus,Ficus thonningii var. Thonningii,Ficus sur var. Sur,Ficus sycomorus subsp. Sycomorus,Ficus thonningii subsp. Thonningii,Ficus sur subsp. Sur,Ficus sycomorus var. Sycomorus,Ficus thonningii var. Thonningii,Ficus sur var. Sur,Ficus sycomorus subsp. Sycomorus,Ficus thonningii subsp. Thonningii,Ficus sur subsp. Sur,Maerua crassifolia,Ma"
South Africa,"Aloe,Acacia,Fynbos,Succulents,Karoo,Cycads,Proteas,Wildflowers,Euphorbia,Astragalus,Restio,Crassula,Senecio,Hakea,Erica,Pelargonium,Euclea,Aspalathus,Leucospermum,Plectranthus,Agave,Restharrow,Lobostemon,Ficus,Cotyledon,Strelitzia,Senecio,Aloe,Pinus,Watsonia,Agapanthus,Gladiolus,Felicia,Kniphofia,Pelargonium,Euphorbia,Protea,Helichrysum,Plectranthus,Lippia,Pelargonium,Senecio,Crassula,Othonna,Aloe,Agave,Cotyledon,Strelitzia,Senecio,Crassula,Plectranthus,Pelargonium,Euphorbia,Protea,Helichrysum,Othonna,Aloe,Agave,Cotyledon,Strelitzia,Senecio,Crassula,Plectranthus,Pelargonium,Euphorbia,Protea,Helichrysum,Othonna,Aloe,Agave,Cotyledon,Strelitzia,Senecio,Crassula,Plectranthus,Pelargonium,Euphorbia,Protea,Helichrysum,Othonna,Aloe,Agave,Cotyledon,Strelitzia,Senecio,Crassula,Plectranthus,Pelargonium,Euphorbia,Protea,Helichrysum,Othonna,Aloe,Agave,Cotyledon,Strelitzia,Senecio,Crassula,Plectranthus,Pelargonium"
Spain,"Olive Trees,Cypress Trees,Palm Trees,Eucalyptus Trees,Pine Trees,Oak Trees,Juniper Trees,Cedar Trees,Ash Trees,Poplar Trees,Birch Trees,Beech Trees,Almond Trees,Strawberry Trees,Hawthorn Trees,Chestnut Trees,Apple Trees,Plum Trees,Plum Trees,Cherry Trees,Apricot Trees,Fig Trees,Grape Vines,Lavender,Rosemary,Thyme,Sage,Marjoram,Oregano,Mint,Juniper Berry,Broom,Gorse,Heather,Heather Bells,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom,Heather Broom"
Sri Lanka,"Palmyra Palm,Coconut Palm,Banyan Tree,Jackfruit Tree,Mango Tree,Teak Tree,Mahogany Tree,Ebony Tree,Ironwood Tree,Flame Tree,Neem Tree,Eucalyptus Tree,Casuarina Tree,Indian Rosewood Tree,Bamboo,Thatch Grass,Elephant Grass,Reed Grass,Paspalum Grass,Water Fern,Java Fern,Java Moss,Orchid,Heliconia,Bird of Paradise,Hibiscus,Frangipani,Bougainvillea,Ixora,Jasmine,Gardenia,Lotus,Magnolia,Croton,Poinsettia,Bignonia,Allamanda,Lantana,Aloe,Euphorbia,Cactus,Bromeliad,Agave,Ficus,Pandanus,Areca Palm,Cycas Palm,Pachypodium,Nymphaea,Heliconia,Cordyline,Acalypha,Croton,Dracaena,Alpinia,Spathiphyllum,Anthurium,Calathea,Eranthemum,Justicia,Strobilanthes,Clerodendrum,Ixora,Impatiens,Hibiscus,Salvia,Coleus,Maranta,Begonia,Abutilon,Periwinkle,Petunia,Ipomoea,Argyreia,Thunbergia,Lantana,Salvia,Verbena,Plectranthus,Ricinus,Cassia,Amaranthus,Ageratum,Cosmos,Heliotrope,Lobelia,Petunia,Zinnia,Marigold,Chrysanthemum,Dahlia,Gerbera,Aster,Hyacinth,Gladiolus,Anemone,Ranunculus,Poppy,Belladonna,Morning Glory"
Sudan,"Acacia,Euphorbia,Combretum,Balanites,Ziziphus,Tamarind,Salvadora,Acacia Senegal,Prosopis,Capparis,Boscia,Acacia Nilotica,Acacia Seyal,Acacia Tortilis,Faidherbia,Combretum Nilotica,Terminalia,Commiphora,Acacia Arabica,Acacia Eritrea,Acacia Negrii,Acacia Ammobia,Leptadenia Pyrotechnica,Acacia Mellifera,Acacia Ehrenbergiana,Acacia Nubica,Acacia Oerfota,Acacia Aneura,Acacia Sclerocarpa,Acacia Raddiana,Acacia Mellifera,Acacia Nilotica,Acacia Seyal,Acacia Tortilis,Acacia Arabica,Acacia Eritrea,Acacia Negrii,Acacia Ammobia,Acacia Senegal,Prosopis,Capparis,Boscia,Leptadenia Pyrotechnica,Acacia Mellifera,Acacia Ehrenbergiana,Acacia Nubica,Acacia Oerfota,Acacia Aneura,Acacia Sclerocarpa,Acacia Raddiana,Acacia Bussei,Acacia Senegalia,Acacia Nilotica,Acacia Seyal,Acacia Tortilis,Acacia Arabica,Acacia Eritrea,Acacia Negrii,Acacia Ammobia,Acacia Senegal,Prosopis,Capparis,Boscia,Leptadenia Pyrotechnica,Acacia Mellifera,Acacia Ehrenbergiana,Acacia Nubica,Acacia Oerfota,Acacia Aneura,Acacia Sclerocarpa,Acacia Raddiana,Acacia Bussei,Acacia Senegalia,Acacia Nilotica,Acacia Seyal,Acacia Tortilis,Acacia Arabica,Acacia Eritrea,Acacia Negrii,Acacia Ammobia,Acacia Senegal,Prosopis,Capparis,Boscia,Leptadenia Pyrotechnica,Acacia Mellifera,Acacia Ehrenbergiana,Acacia Nubica,Acacia Oerfota,Acacia Aneura,Acacia Sclerocarpa,Acacia Raddiana,Acacia Bussei,Acacia Senegalia,Acacia Nilotica,Acacia Seyal,Acacia Tortilis,Acacia Arabica,Acacia Eritrea,Acacia Negrii"
Suriname,"Mangrove,Palm,Rainforest,Savannah,Deciduous Forest,Evergreen Forest,Swamp Forest,Floodplain Forest,Moist Lowland Forest,Montane Forest,Heathland,Grassland,Cacti,Orchids,Bromeliads,Lichens,Ferns,Bamboo,Lianas,Epiphytes,Heliconia,Aroids,Bromeliads,Trees,Shrubs,Vines,Herbs,Mosses,Algae,Lichens,Mangrove Species,Palm Species,Rainforest Species,Savannah Species,Deciduous Forest Species,Evergreen Forest Species,Swamp Forest Species,Floodplain Forest Species,Moist Lowland Forest Species,Montane Forest Species,Heathland Species,Grassland Species,Cacti Species,Orchid Species,Bromeliad Species,Lichen Species,Fern Species,Bamboo Species,Liana Species,Epiphyte Species,Heliconia Species,Aroid Species,Tree Species,Shrub Species,Vine Species,Herb Species,Moss Species,Algae Species,Lichen Species,Coconut Palms,Oil Palms,Rubber Trees,Mahogany Trees,Cashew Trees,Acacia Trees,Balsa Trees,Teak Trees,Bitterwood Trees,Rosewood Trees,Cedar Trees,Ebony Trees,Ironwood Trees,Lignum Vitae Trees,Mahogany Trees,Sandbox Trees,Sapodilla Trees,Tamarind Trees,Guava Trees,Breadfruit Trees,Mangoes,Bananas,Papayas,Pineapples,Starfruit,Citrus Fruits,Cashew Fruits,Avocados,Passion Fruit,Jackfruit,Guavas,Melons,Watermelons,Pomegranates,Cashews,Brazil Nuts,Macadamia Nuts,Peanuts,Coconuts,Coffee,Cacao"
Swaziland,"Acacia,Aloe,Baobab,Combretum,Commiphora,Cycad,Euphorbia,Ficus,Grewia,Hyphaene,Leucosidea,Maerua,Maytenus,Melhania,Millettia,Mopane,Myrsine,Olea,Ozoroa,Panicum,Pavetta,Pennisetum,Portulacaria,Pterocarpus,Rhus,Schotia,Sclerocarya,Scoparia,Senegalia,Setaria,Spirostachys,Strychnos,Terminalia,Thunbergia,Trichilia,Uapaca,Vernonia,Vitex,Xanthocercis,Ziziphus,Alchornea,Aloe,Antidesma,Apodytes,Brachystegia,Cassia,Combretum,Cussonia,Erythrina,Ficus,Harpephyllum,Indigofera,Lannea,Maytenus,Mimusops,Ochna,Ozoroa,Pavetta,Peltophorum,Rhus,Schotia,Sclerocarya,Senegalia,Spirostachys,Strychnos,Terminalia,Vangueria,Ziziphus,Acacia,Albizia,Brachystegia,Burkea,Combretum,Diospyros,Dombeya,Euclea,Ficus,Grewia,Hyphaene,Ilex,Maerua,Maytenus,Myrsine,Olea,Panicum,Pappea,Rhus,Schotia,Scoparia,Setaria,Strychnos,Terminalia,Thunbergia,Trichilia,Uapaca,Vernonia,Vitex,Xanthocercis,Ziziphus,Zygia"
Sweden,"Birch,Spruce,Pine,Juniper,Alder,Aspen,Willow,Rowan,Hazel,Whitebeam,Hawthorn,Oak,Ash,Maple,Elm,Hornbeam,Poplar,Birch-leaved Pear,Wild Cherry,Bird Cherry,Apple,Plum,Pear,Wild Strawberry,Wild Raspberry,Blackberry,Bilberry,Lingonberry,Cloudberry,Meadowsweet,Marsh Marigold,Bog Rosemary,Cowslip,Primrose,Daisy,Dandelion,Buttercup,Wild Garlic,Wild Carrot,Wild Parsnip,Wild Celery,Common Sorrel,Common Nettle,Common Hogweed,Common Field-speedwell,Common Mouse-ear,Common Chickweed,Common Stork's-bill,Common Plantain,Common Yarrow,Common Ragwort,Common Restharrow,Common Bird's-foot Trefoil,Common Vetch,Common Knapweed,Common Toadflax,Common Fleabane,Common Mugwort,Common Groundsel,Common Tormentil,Common Sheep's-sorrel,Common Sorrel,Common Wood-sorrel,Common Sow-thistle,Common Dandelion,Common Hawkweed,Common Mouse-ear Hawkweed,Common Cat's-ear,Common Daisy,Common Daisy-like Daisy,Common Hawkbit,Common Sedge,Common Rush,Common Reed,Common Cottongrass,Common Sallow,Common Willow,Common Alder,Common Birch,Common Spruce,Common Pine,Common Juniper,Common Heather,Common Bearberry,Common Bilberry,Common Blueberry,Common Crowberry,Common Cranberry,Common Cloudberry,Common Wild Angelica,Common Marsh-marigold,Common Water-lily,Common Water-crowfoot,Common Water-starwort,Common Water-plantain,Common Water-milfoil,Common Water-mint,Common Water-dropwort,Common Water-parsnip,Common Water-lobelia"
Switzerland,"Alpine grasses,Ferns,Mosses,Lichens,Dwarf shrubs,Conifers,Flowering plants,Deciduous trees,Evergreen trees,Wildflowers,Alpine meadows,Alpine tundra,Alpine heaths,Alpine bogs,Alder,Birch,Beech,Chestnut,Oak,Spruce,Pine,Larch,Juniper,Yew,Willow,Aspen,Poplar,Hawthorn,Rowan,Whitebeam,Hazel,Wild cherry,Sloe,Elder,Maple,Ash,Elm,Wild service tree,Wild pear,Wild apple,Wild plum,Strawberry tree,Dogwood,Honeysuckle,Ivy,Clematis,Bramble,Blackberry,Raspberry,Gooseberry,Currant,Elderberry,Blueberry,Bilberry,Wild strawberry,Alpine rose,Wild thyme,Alpine buttercup,Alpine forget-me-not,Wild pansy,Alpine saxifrage,Alpine columbine,Alpine gentian,Alpine cinquefoil,Alpine cress,Alpine bistort,Alpine orchid,Alpine harebell,Alpine rampion,Alpine asters,Alpine daisies,Alpine hawkweed,Alpine lady's mantle,Alpine meadow rue,Alpine speedwell,Alpine willowherb,Alpine woodrush,Alpine yarrow,Alpine poppies,Alpine vetch,Alpine bartsia,Alpine fleabane,Alpine scabious,Alpine arnica,Alpine saxifrages,Alpine heather,Alpine saxifrage,Alpine chickweed,Alpine stonecrop,Alpine clubmoss,Alpine spurge,Alpine rush,Alpine sedge,Alpine horsetail,Alpine cottongrass,Alpine horsetails,Alpine fescue,Alpine ferns,Alpine grasses,Alpine mosses"
Syria,"Aleppo Pine,Wild Olive,Juniper,Pistachio,Cypress,Oak,Cedar,Apple,Almond,Pear,Fig,Pomegranate,Plum,Walnut,Carob,Pistacia,Prickly Pear,Tamarisk,Mulberry,Willow,Hackberry,Wild Pistachio,Wild Almond,Wild Fig,Wild Pomegranate,Wild Plum,Wild Apple,Wild Carob,Wild Pear,Wild Walnut,Wild Tamarisk,Wild Mulberry,Wild Hackberry,Wild Willow,Wild Apricot,Wild Grapevine,Wild Quince,Wild Strawberry,Wild Raspberry,Wild Blackberry,Wild Jujube,Wild Date Palm,Wild Asparagus,Wild Artichoke,Wild Lettuce,Wild Mustard,Wild Cabbage,Wild Broccoli,Wild Celery,Wild Onion,Wild Garlic,Wild Radish,Wild Carrot,Wild Parsnip,Wild Turnip,Wild Beet,Wild Cucumber,Wild Squash,Wild Pumpkin,Wild Eggplant,Wild Potato,Wild Lentil,Wild Chickpea,Wild Fava Bean,Wild Pea,Wild Safflower,Wild Sesame,Wild Sunflower,Wild Cumin,Wild Coriander,Wild Fenugreek,Wild Thyme,Wild Oregano,Wild Rosemary,Wild Mint,Wild Basil,Wild Anise,Wild Caraway,Wild Dill,Wild Sage,Wild Marjoram,Wild Lavender,Wild Honeysuckle,Wild Clematis,Wild Rose,Wild Jasmine,Wild Narcissus,Wild Tulip,Wild Hyacinth,Wild Crocus,Wild Iris,Wild Anemone,Wild Poppy,Wild Orchid,Wild Cattail,Wild Reed,Wild Water Lilies,Wild Papyrus,Wild Seagrass,Wild Tamarisk"
